33578029,Rev Psiquiatr Salud Ment (Engl Ed),10.1016/j.rpsm.2021.02.001,https://linkinghub.elsevier.com/retrieve/pii/S1888989121000276,ScienceDirect,2021
33584089,Electron J Sci Educ,,,,2015
33584146,Hist Philos Psychol,,,,2020
33598504,Int Sport Coach J,10.1123/iscj.2020-0004,https://journals.humankinetics.com/view/journals/iscj/8/2/article-p244.xml,Unknown,2021
33604037,JOMEC J,10.18573/j.2013.10244,https://jomec.cardiffuniversitypress.org/articles/10.18573/j.2013.10244,Unknown,2013
33604521,J Tradit Med Clin Naturop,,,,2020
33604530,Mater Sci Energy Technol,10.1016/j.mset.2020.07.006,https://linkinghub.elsevier.com/retrieve/pii/S2589299120300446,ScienceDirect,2020
33604592,Anatol Sport Res,10.29228/anatoliasr.1,https://www.anatoliasr.org/index.php/asr/article/view/8/1,Unknown,2020
33646691,Dent Report,,,,1858
33646710,Dent Report,,,,1859
33659964,HCI Int 2020 Late Break Posters (2020),10.1007/978-3-030-60149-2_23,https://link.springer.com/chapter/10.1007/978-3-030-60149-2_23,Springer,2020
33659965,HCI Int 2020 Late Break Posters (2020),10.1007/978-3-030-60700-5_51,https://link.springer.com/chapter/10.1007/978-3-030-60700-5_51,Springer,2020
33675722,Actas Dermosifiliogr (Engl Ed),10.1016/j.ad.2019.07.022,https://linkinghub.elsevier.com/retrieve/pii/S0001731021001010,ScienceDirect,2021
33679039,Pediatr Oncall,10.7199/ped.oncall.2021.10,https://www.pediatriconcall.com/pediatric-journal/view/fulltext-articles/1293/J/0/0/697/0,Unknown,2021
33681871,Infect Dis Ther (San Antonio),10.31038/idt.2020114,https://researchopenworld.com/alveolar-macrophages-in-influenza-a-infection-guarding-the-castle-with-sleeping-dragons/,Unknown,2020
33686357,ISRN Opt,10.1155/2013/391972,https://www.hindawi.com/journals/isrn/2013/391972/,Unknown,2013
33692598,Word (N Y : 1945),10.1080/00437956.2019.1678826,https://www.tandfonline.com/doi/full/10.1080/00437956.2019.1678826,Taylor & Francis,2019
33693311,Proc (USNC URSI Radio Sci Meet),10.23919/usnc-ursinrsm51531.2021.9336477,https://ieeexplore.ieee.org/document/9336477/,IEEE,2021
33703802,Dent Regist,,,,1923
33703841,Dent Regist,,,,1923
33723534,Forensic Sci Int Mind Law,10.1016/j.fsiml.2021.100044,https://linkinghub.elsevier.com/retrieve/pii/S2666353821000011,ScienceDirect,2021
33724743,Head Neck Tumor Segm (2020),10.1007/978-3-030-67194-5_10,https://link.springer.com/chapter/10.1007/978-3-030-67194-5_10,Springer,2021
33728365,Norma (Oslo),10.1080/18902138.2020.1778311,https://www.tandfonline.com/doi/full/10.1080/18902138.2020.1778311,Taylor & Francis,2020
33732414,Int J Biol Chem Sci,10.4314/ijbcs.v14i1.2,https://www.ajol.info/index.php/ijbcs/article/view/194124,Unknown,2020
33733053,HSOA J Otolaryngol Head Neck Surg,10.24966/ohns-010x/100045,https://www.heraldopenaccess.us/openaccess/chemical-effects-of-kainic-acid-injection-into-the-rat-superior-olivary-region,Unknown,2020
33733249,Edmedia,,,,2020
33746612,IMA J Manag Math,10.1093/imaman/dpaa014,https://academic.oup.com/imaman/article/32/2/221/5864939,Oxford University Press,2021
33747120,Water Pract Technol,10.2166/wpt.2020.104,https://iwaponline.com/wpt/article/16/1/135/78244/Temperature-impact-on-monochloramine-free-ammonia,Unknown,2021
33748759,Q Open,10.1093/qopen/qoaa007,https://academic.oup.com/qopen/article/doi/10.1093/qopen/qoaa007/6094623,Oxford University Press,2021
33758787,Barc Respir Netw Rev,10.23866/brnrev:2019-0023,https://www.brnreviews.com/frame_esp.php?id=188,Unknown,2020
33763663,Clin Oncol Case Rep,,,,2021
33767515,Levant,10.1080/00758914.2020.1840078,https://www.tandfonline.com/doi/full/10.1080/00758914.2020.1840078,Taylor & Francis,2020
33767532,Eur Plan Stud,10.1080/09654313.2019.1709416,https://www.tandfonline.com/doi/full/10.1080/09654313.2019.1709416,Taylor & Francis,2020
33767574,Nondestruct Test Eval,10.1080/10589759.2020.1774583,https://www.tandfonline.com/doi/full/10.1080/10589759.2020.1774583,Taylor & Francis,2020
33767602,Dry Technol,10.1080/07373937.2019.1670205,https://www.tandfonline.com/doi/full/10.1080/07373937.2019.1670205,Taylor & Francis,2020
33768218,J Exp Pathol (Wilmington),10.33696/pathology.1.010,https://www.scientificarchives.com/article/mechanistic-translational-advances-using-ipsc-derived-blood-cells,Unknown,2020
33768219,Blood Genom,10.46701/BG.2020022020120,,Unknown,2020
33768220,Heterog Data Manag Polystores Anal Healthc (2020),10.1007/978-3-030-71055-2_17,https://link.springer.com/chapter/10.1007/978-3-030-71055-2_17,Springer,2021
33778490,J Monolingual Biling Speech,10.1558/jmbs.11125,https://journal.equinoxpub.com/JMBS/article/view/11125,Unknown,2019
33778803,Eng Proc,10.3390/ecsa-7-08233,https://www.mdpi.com/2673-4591/2/1/80,Unknown,2020
33778815,Comput Vis ACCV,10.1007/978-3-030-69538-5_39,https://link.springer.com/chapter/10.1007/978-3-030-69538-5_39,Springer,2020
33785993,Mus Irel,,,,2019
33786424,Nanotechnol Precis Eng,10.1016/j.npe.2019.12.001,https://pubs.aip.org/tu/npe/article/3/1/2/253458/Insight-into-the-effects-of-electrochemical,Unknown,2020
33786534,J Exp Pathol (Wilmington),10.33696/pathology.2.015,https://www.scientificarchives.com/article/news-about-the-extracellular-vesicles-from-mesenchymal-stem-cells-functions-therapy-and-protection-from-covid-19,Unknown,2021
33791600,J Curr Sci Technol,10.14456/jcst.2021.15,,Unknown,2021
33795976,Eur Educ Res J,10.1177/1474904120947893,https://journals.sagepub.com/doi/10.1177/1474904120947893,SAGE Publications,2020
33796874,Endocr Metab Sci,10.1016/j.endmts.2021.100092,https://linkinghub.elsevier.com/retrieve/pii/S2666396121000157,ScienceDirect,2021
33815015,Int J Dr Stud,10.28945/4622,https://www.informingscience.org/Publications/4622,Unknown,2020
33821145,J Pharm Pract Res,10.1002/jppr.1717,https://onlinelibrary.wiley.com/doi/10.1002/jppr.1717,Wiley,2021
33829117,Arch Community Med Public Health,10.17352/2455-5479.000115,https://www.healthdisgroup.us/articles/ACMPH-6-215.php,Oxford University Press,2020
33829147,J Ophthalmol Vis Sci,,,,2021
33834121,Multifunct Mater,10.1088/2399-7532/abcb0c,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=4ca18e33-aa54-4a42-8e4d-186fa2bae4df&ssb=18585218063&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F2399-7532%2Fabcb0c&ssi=c758553a-8427-47c0-bef3-b876b08e1661&ssk=support@shieldsquare.com&ssm=67422497662619782107480171476519&ssn=3a9c6c4447d0ce600c344436d86dd43f614fe5082eaf-e553-4314-a1a9d9&sso=1dcbb05f-dfb2e9253827dae552c0397977f40ac1a54f1a9387cbedd2&ssp=79432933261720496466172048510249932&ssq=14461341554181057208215541156504412694357&ssr=MTQ5LjI4Ljc3LjIxMA==&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDAzMWUxYTFkMy1lMTA4LTQwMzUtYmUzOC00YmY0YmE4MjRjOTAxNzIwNDE1NTQxMTE2MC04MTZjOTY1MWQzM2I0NThkMTAiLCJ1em14IjoiN2Y5MDAwZGJlNDY5ZjMtNTU3YS00NDNjLTkyMmYtZTc4NWY5MDkxMDI1MS0xNzIwNDE1NTQxMTE2MC03YzFhN2I4M2YyYjc1ODhjMTAiLCJyZCI6ImlvcC5vcmcifQ==",Unknown,2020
33834161,J Obes Chronic Dis,,,,2021
33840909,Eur J Mineral,10.5194/ejm-33-77-2021,https://ejm.copernicus.org/articles/33/77/2021/,Unknown,2021
33841745,Adv Sci Res,10.5194/asr-5-11-2010,https://asr.copernicus.org/articles/5/11/2010/,Unknown,2010
33842928,J Psychedelic Psychiatry,,,,2020
33850840,Front Astron Space Sci,10.3389/fspas.2021.654879,https://www.frontiersin.org/journals/astronomy-and-space-sciences/articles/10.3389/fspas.2021.654879/full,Unknown,2021
33851094,J Appl Anim Ethics Res,10.1163/25889567-BJA10002,https://brill.com/view/journals/jaae/2/2/article-p151_3.xml,Unknown,2020
33855191,Npj Mater Degrad,10.1038/s41529-021-00154-9,https://www.nature.com/articles/s41529-021-00154-9,Nature Publishing Group,2021
33860285,Bioinform Res Appl,10.1007/978-3-030-57821-3_8,https://link.springer.com/chapter/10.1007/978-3-030-57821-3_8,Springer,2020
33867592,J Geom,10.1007/s00022-021-00577-4,https://link.springer.com/article/10.1007/s00022-021-00577-4,Springer,2021
33868578,J Integr Environ Sci,10.1080/1943815x.2020.1768551,https://www.tandfonline.com/doi/full/10.1080/1943815X.2020.1768551,Taylor & Francis,2019
33868636,Glob Stud Child,10.1177/2043610621995830,https://journals.sagepub.com/doi/10.1177/2043610621995830,SAGE Publications,2021
33870100,J Nondestruct Eval Diagn Progn Eng Syst,10.1115/1.4039230,https://asmedigitalcollection.asme.org/nondestructive/article/1/2/021008/375448/Automated-In-Process-Cure-Monitoring-of-Composite,Unknown,2018
33880449,Engage,,,,2020
33880461,Colo J Psychiatry Psychol,,,,2017
33883869,Educ Assess,10.1080/10627197.2020.1756253,https://www.tandfonline.com/doi/full/10.1080/10627197.2020.1756253,Taylor & Francis,2020
33884027,Int J Microsimul,10.34196/ijm.00217,https://microsimulation.pub/articles/00217,Unknown,2020
33889058,J Gilded Age Progress Era,10.1017/s1537781420000481,https://www.cambridge.org/core/journals/journal-of-the-gilded-age-and-progressive-era/article/abs/lynching-in-the-new-south-festival-of-violence-and-the-synergy-of-two-disciplines/D927B1DA390381CF638C985E37F34740,Cambridge University Press,2021
33889407,J Linguist Geogr,10.1017/jlg.2020.1,https://www.cambridge.org/core/journals/journal-of-linguistic-geography/article/abs/cardiffians-perceptions-of-english-in-the-uk/DBB51F80C5EE381F8C116B19253916C7,Cambridge University Press,2020
33898018,Int J Hum Factors Ergon,10.1504/ijhfe.2015.073008,https://www.inderscienceonline.com/doi/abs/10.1504/IJHFE.2015.073008,Unknown,2015
33898904,J Ecohydraul,10.1080/24705357.2020.1855086,https://www.tandfonline.com/doi/full/10.1080/24705357.2020.1855086,Taylor & Francis,2020
33898941,J Health Sci Med Res JHSMR,10.31584/jhsmr.2020773,https://www.jhsmr.org/index.php/jhsmr/article/view/773,Unknown,2021
33927760,Parasitol United J,10.21608/puj.2019.6449.1026,https://puj.journals.ekb.eg/article_23660.html,Unknown,2019
33936922,Rev Comun Salud,10.35669/rcys.2020.10(2).343-354,https://www.revistadecomunicacionysalud.es/index.php/rcys/article/view/234,Unknown,2020
33937636,Rev Bioet Derecho Perspect Bioet,10.1344/rbd2020.50.31816,https://revistes.ub.edu/index.php/RBD/article/view/31816,Unknown,2020
33937916,Companion Publ 2020 Int Conf Multimodal Interact,10.1145/3395035.3425354,https://dl.acm.org/doi/10.1145/3395035.3425354,Unknown,2020
33954280,Int J Cell Sci Mol Biol,,,,2019
33958231,Arch Bronconeumol (Engl Ed),10.1016/j.arbres.2021.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0300289621001198,ScienceDirect,2021
33959730,Evol Multicriterion Optim,10.1007/978-3-030-72062-9_57,https://link.springer.com/chapter/10.1007/978-3-030-72062-9_57,Springer,2021
33968420,Ren Replace Ther,10.1186/s41100-021-00341-z,https://rrtjournal.biomedcentral.com/articles/10.1186/s41100-021-00341-z,BioMed Central (BMC),2021
33997826,Brain Disord,10.1016/j.dscb.2021.100012,https://linkinghub.elsevier.com/retrieve/pii/S2666459321000111,ScienceDirect,2021
34013220,Read Leag J,,,,2021
34017963,Trees For People,10.1016/j.tfp.2021.100074,https://linkinghub.elsevier.com/retrieve/pii/S2666719321000133,ScienceDirect,2021
34026330,IEEE Workshop Signal Process Syst,10.1109/sips50750.2020.9195217,https://ieeexplore.ieee.org/document/9195217/,IEEE,2020
34027032,J Hormones,10.1155/2015/631250,https://www.hindawi.com/journals/jhor/2015/631250/,Unknown,2015
34040928,Moral Philos Politics,10.1515/mopp-2018-0057,https://www.degruyter.com/document/doi/10.1515/mopp-2018-0057/html,Unknown,2019
34046640,IEEE Open J Power Electron,10.1109/ojpel.2021.3069780,https://ieeexplore.ieee.org/document/9390207/,IEEE,2021
34046650,J Neurosci Cogn Stud,,,,2020
34056576,Wits J Clin Med,10.18772/26180197.2020.v2n2a2,https://journals.co.za/doi/abs/10.18772/26180197.2020.v2n2a2,Unknown,2020
34056619,J Biomater,,,,2020
34056639,J Appl Res Community Coll,,,,2021
34075304,Precis Agric,10.1007/s11119-021-09822-x,https://link.springer.com/article/10.1007/s11119-021-09822-x,Springer,2021
34079428,Revista Asoc Med Bahia Blanca,,,,2016
34079585,Entomol Austriaca,,,,2021
34085055,Chem Phys Rev,10.1063/5.0041394,https://pubs.aip.org/aip/cpr/article-abstract/2/2/021301/138048/Calcium-responsive-contrast-agents-for-functional?redirectedFrom=fulltext,Unknown,2021
34094039,2020 IEEE 21st Int Conf Inf Reuse Integr Data Sci (2020),10.1109/iri49571.2020.00034,https://ieeexplore.ieee.org/document/9191666/,IEEE,2020
34095809,Prog Disaster Sci,10.1016/j.pdisas.2021.100163,https://linkinghub.elsevier.com/retrieve/pii/S2590061721000235,ScienceDirect,2021
34109300,Am J Soc Sci Humanit,10.20448/801.51.104.115,https://onlinesciencepublishing.com/index.php/ajssh/article/view/173,Unknown,2020
34113927,Multimodal Learn Clin Decis Support Clin Image Based Proc (2020),10.1007/978-3-030-60946-7_2,https://link.springer.com/chapter/10.1007/978-3-030-60946-7_2,Springer,2020
34121825,Int J Artif Intell Appl,10.5121/ijaia.2020.11403,https://aircconline.com/ijaia/V11N4/11420ijaia03.pdf,Unknown,2020
34121955,J Sch Couns,,,,2020
34123573,IEEE Wirel Commun Lett,10.1109/lwc.2020.3020014,https://ieeexplore.ieee.org/document/9178807/,IEEE,2021
34124418,Digit Commun Netw,10.1016/j.dcan.2017.07.005,https://linkinghub.elsevier.com/retrieve/pii/S2352864817300731,ScienceDirect,2018
34124594,Polym Cryst,10.1002/pcr2.10162,https://onlinelibrary.wiley.com/doi/10.1002/pcr2.10162,Wiley,2021
34124667,Build Cities,10.5334/bc.100,https://journal-buildingscities.org/articles/10.5334/bc.100,Unknown,2021
34124713,Discov Mater,10.1007/s43939-021-00014-y,https://link.springer.com/article/10.1007/s43939-021-00014-y,Springer,2021
34127941,Phytopathol Res,10.1186/s42483-021-00089-8,https://phytopatholres.biomedcentral.com/articles/10.1186/s42483-021-00089-8,BioMed Central (BMC),2021
34141814,Stat Optim Inf Comput,10.19139/soic-2310-5070-1175,http://www.iapress.org/index.php/soic/article/view/1175,Unknown,2021
34142000,AIMS Math,10.3934/math.2021398,http://www.aimspress.com/article/doi/10.3934/math.2021398,Unknown,2021
34149312,IMA J Math Control Inf,10.1093/imamci/dnaa031,https://academic.oup.com/imamci/article/38/2/466/6025508?login=false,Oxford University Press,2021
34162504,Actas Dermosifiliogr (Engl Ed),10.1016/j.adengl.2021.05.016,https://linkinghub.elsevier.com/retrieve/pii/S1578219021001761,ScienceDirect,2021
34170991,Resour Policy,10.1016/j.resourpol.2020.101587,https://linkinghub.elsevier.com/retrieve/pii/S0301420719301825,ScienceDirect,2020
34170998,Adv Imaging Electron Phys,10.1016/bs.aiep.2015.02.004,https://linkinghub.elsevier.com/retrieve/pii/S1076567015000221,ScienceDirect,2015
34173428,J Netw Comput Appl,10.1016/j.jnca.2020.102886,https://linkinghub.elsevier.com/retrieve/pii/S1084804520303490,ScienceDirect,2021
34173438,Mater Today Phys,10.1016/j.mtphys.2020.100249,https://linkinghub.elsevier.com/retrieve/pii/S2542529320300730,ScienceDirect,2020
34191914,Oxf Rev Econ Policy,10.1093/oxrep/graa067,https://academic.oup.com/oxrep/article/37/1/1/6211214,Oxford University Press,2021
34191935,Int Political Sociol,10.1093/ips/olz016,https://academic.oup.com/ips/article/13/4/375/5553977?login=false,Oxford University Press,2019
34195695,Eng J,,,,2020
34223559,J Clin Haematol,10.33696/haematology.2.028,https://www.scientificarchives.com/article/flavopiridol-alvocidib-a-cyclin-dependent-kinases-cdks-inhibitor-found-synergy-effects-with-niclosamide-in-cutaneous-t-cell-lymphoma,Unknown,2021
34234385,Decis Sci,10.1111/deci.12470,https://onlinelibrary.wiley.com/doi/10.1111/deci.12470,Wiley,2020
34235420,City Environ Interact,10.1016/j.cacint.2020.100033,https://linkinghub.elsevier.com/retrieve/pii/S2590252020300143,ScienceDirect,2019
34249113,Zhongguo Xi Bao Sheng Wu Xue Xue Bao,,,,2019
34262883,Agric Res,10.1007/s40003-014-0097-7,https://link.springer.com/article/10.1007/s40003-014-0097-7,Springer,2014
34263267,J Nanosci Nanomed,,,,2018
34263268,Proc Congr Int Ergon Assoc (2021),10.1007/978-3-030-74611-7_99,https://link.springer.com/chapter/10.1007/978-3-030-74611-7_99,Springer,2021
34267827,Pap Phys,10.4279/PIP.060012,https://www.papersinphysics.org/papersinphysics/article/view/206,Unknown,2014
34267965,Florence Nightingale Hemsire Derg,10.26650/FNJN287469,https://fnjn.org/en/functional-health-pattern-model-based-care-plan-for-a-depression-diagnosed-patient-13666,Unknown,2019
34267983,Florence Nightingale Hemsire Derg,10.5152/FNJN.2019.18081,https://fnjn.org/en/example-of-a-simulation-design-in-nursing-education-safe-chemotherapy-administration-13665,Unknown,2019
34278386,Med Image Underst Anal,10.1007/978-3-030-52791-4_17,https://link.springer.com/chapter/10.1007/978-3-030-52791-4_17,Springer,2020
34286269,J Prescr Pract,10.12968/jprp.2021.3.1.22,https://www.magonlinelibrary.com/doi/10.12968/jprp.2021.3.1.22,Unknown,2021
34290487,Int J Netw Secur Appl,10.5121/ijnsa.2020.12101,https://aircconline.com/ijnsa/V12N1/12120ijnsa01.pdf,Unknown,2020
34295020,J Study Pseudepigr,10.1177/0951820720948245,https://journals.sagepub.com/doi/10.1177/0951820720948245,SAGE Publications,2021
34295999,J Radiol Imaging,10.14312/2399-8172.2021-2,https://nobleresearch.org/Doi/10.14312/2399-8172.2021-2,Unknown,2021
34296213,Adv Neurol Neurosci,,,,2020
34296227,Transl Med Exerc Prescr,,,,2021
34305254,Rural Educ,10.35608/ruraled.v32i3.426,https://scholarsjunction.msstate.edu/ruraleducator/vol32/iss3/3/,Unknown,2011
34306762,Int J Electrochem,10.1155/2018/3679627,https://www.hindawi.com/journals/ijelc/2018/3679627/,Unknown,2018
34306839,Rehabil Res Policy Educ,10.1891/re-19-39,https://connect.springerpub.com/content/sgrrrpe/35/1/33,Springer,2021
34307869,IEEE Trans Sustain Comput,10.1109/tsusc.2019.2943878,https://ieeexplore.ieee.org/document/8859220/,IEEE,2019
34308085,Scientia (Waco),,,,2021
34308148,J Stroke Med,10.1177/2516608520962349,https://journals.sagepub.com/doi/10.1177/2516608520962349,SAGE Publications,2020
34308354,LSE Public Policy Rev,10.31389/lseppr.26,https://ppr.lse.ac.uk/articles/10.31389/lseppr.26,Unknown,2021
34308402,Curr Probl Cancer Case Rep,10.1016/j.cpccr.2021.100092,https://linkinghub.elsevier.com/retrieve/pii/S2666621921000417,ScienceDirect,2021
34308429,Adv Knowl Discov Data Min,10.1007/978-3-030-75765-6_15,https://link.springer.com/chapter/10.1007/978-3-030-75765-6_15,Springer,2021
34308433,Comput Diffus MRI,10.1007/978-3-319-28588-7_13,https://link.springer.com/chapter/10.1007/978-3-319-28588-7_13,Springer,2016
34308441,Ophthalmol Vis Care,,,,2021
34308445,Proc Congr Int Ergon Assoc (2021),10.1007/978-3-030-74611-7_93,https://link.springer.com/chapter/10.1007/978-3-030-74611-7_93,Springer,2021
34316719,Am J Dermatol Res Rev,10.28933/ajodrr-2020-07-1005,https://escipub.com/ajodrr-2020-07-1005/,Unknown,2020
34318290,Foot Ankle Surg (N Y),10.1016/j.fastrc.2021.100005,https://linkinghub.elsevier.com/retrieve/pii/S2667396721000057,ScienceDirect,2021
34318305,J Med Res Surg,10.52916/jmrs214042,https://respubjournals.com/medical-research-surgery/A-Non-Invasive-Determination-of-LOXL1-and-Fibulin-5-Levels-in-the-Vaginal-Secretions-of-Women-with-and-Without-Pelvic-Organ-Prolapse.php,Unknown,2021
34318307,Proc Int Congr Noise Control Eng,,,,2019
34321782,J Endocrinol Reprod,,,,2017
34322179,J Math Cryptol,10.1515/jmc-2020-0037,https://www.degruyter.com/document/doi/10.1515/jmc-2020-0037/html,Unknown,2021
34322585,DNA RNA Nanotechnol,10.2478/rnan-2013-0001,https://access.portico.org/Portico/pageNotFound,Unknown,2015
34322587,DNA RNA Nanotechnol,10.1515/rnan-2017-0001,https://access.portico.org/Portico/auView?auId=ark%3A%2F27927%2Fphz175h04zx,Unknown,2017
34322679,Earth (Basel),10.3390/earth2010009,https://www.mdpi.com/2673-4834/2/1/9,Unknown,2021
34327317,City Environ Interact,10.1016/j.cacint.2021.100066,https://linkinghub.elsevier.com/retrieve/pii/S2590252021000118,ScienceDirect,2021
34327331,Online J Neurol Brain Disord,,,,2021
34327518,Proc 5th Int Workshop Explor Search Databases Web (2018),10.1145/3214708.3214711,https://dl.acm.org/doi/10.1145/3214708.3214711,Unknown,2018
34327520,Virtual Augment Mixed Real (2020),10.1007/978-3-030-49698-2_23,https://link.springer.com/chapter/10.1007/978-3-030-49698-2_23,Springer,2020
34335796,16th Web All Conf (2019),10.1145/3315002.3317570,https://dl.acm.org/doi/10.1145/3315002.3317570,Unknown,2019
34335858,J Compet Law Econ,10.1093/joclec/nhaa033,https://academic.oup.com/jcle/article/17/2/458/6109742?login=false,Oxford University Press,2021
34335984,Macromol React Eng,10.1002/mren.201800068,https://onlinelibrary.wiley.com/doi/10.1002/mren.201800068,Wiley,2019
34336231,Eur Med J Respir,,,,2020
34337329,J Arthrosc Jt Surg,10.1016/j.jajs.2021.04.002,https://linkinghub.elsevier.com/retrieve/pii/S2214963521000390,ScienceDirect,2021
34337375,J Med Case Rep Rev,10.15520/jmcrr.v3i08.201,,Unknown,2020
34337614,Pattern Recognit (2021),10.1007/978-3-030-68790-8_7,https://link.springer.com/chapter/10.1007/978-3-030-68790-8_7,Springer,2021
34337621,UMAP Proc Conf User Model Adapt Personal,10.1145/3320435.3320460,https://dl.acm.org/doi/10.1145/3320435.3320460,Unknown,2019
34350362,Austin J Nanomed Nanotechnol,,,,2014
34354318,Prog Opt,10.1016/b978-0-444-53705-8.00004-7,https://linkinghub.elsevier.com/retrieve/pii/B9780444537058000047,ScienceDirect,2010
34355217,IEEE J Microw,10.1109/JMW.2020.3034071,https://ieeexplore.ieee.org/document/9318753/,IEEE,2021
34366555,Proc IEEE INFOCOM Online,10.1109/infocom42981.2021.9488804,https://ieeexplore.ieee.org/document/9488804/,IEEE,2021
34366728,Va Sports Entertain Law J,,,,2012
34367311,Mobilities,10.1080/17450101.2020.1806511,https://www.tandfonline.com/doi/full/10.1080/17450101.2020.1806511,Taylor & Francis,2021
