PMID,Journal,publisher_guess,year,doi,doi_url
28867875,Nonlinearity,Unknown,2017,10.1088/1361-6544/aa5499,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=48d3d83a-a169-4514-bf39-6cf1a7123768&ssb=26222292118&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6544%2Faa5499&ssi=c2c3f0da-8427-46c9-b288-80c6fe23fca5&ssk=support@shieldsquare.com&ssm=80067766086602942109066855603212&ssn=a44c4b6af453f1a94b6ab44ba65c666f18b73eeb12dc-aba9-4c77-b6c73c&sso=4ccf4a14-f4eb84424583872e04fad42858fdebb2a05815166a9c60e2&ssp=50450752111720200180172024899950818&ssq=14702653199434966656631994644653775079703&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwMjhjZjAyN2ItNGVjNy00YzQ4LWJjNjItMzg2YjdlZjU0MTJlMS0xNzIwMjMxOTk0MjY1MC1lNjgwNTkwOTgzNzRlY2RlMTAiLCJfX3V6bWYiOiI3ZjYwMDA4YjcyNmUwOC01N2EwLTQzMDUtODM4OS1lY2UxMDg2YzIzYTAxNzIwMjMxOTk0MjY1MC1mN2MxYjBjNzM4MGUzOGRhMTAiLCJyZCI6ImlvcC5vcmcifQ=="
31258239,Europhys Lett,Unknown,2018,10.1209/0295-5075/124/48001,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=19561f91-342c-48b5-a81a-c967c633a618&ssb=17802221653&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1209%2F0295-5075%2F124%2F48001&ssi=a89d66da-8427-417e-830c-fa4a7d8c1a9d&ssk=support@shieldsquare.com&ssm=94578250648075450100942076487535&ssn=c65b722ac87cb1f069d0821d3710e69f887e8fe6564c-d589-4425-ae387e&sso=5687c95b-640d5fa7652f5398ddd0cd31cf1926d43c5d57f447a5bf93&ssp=07431362491720171722172014867991026&ssq=22805585516272002014255162443754795791241&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDAwMDVhNzdjYi00NjFhLTQxMmEtYTU3MS1lM2RjYmUzNWJhYjExNzIwMTU1MTYyMjk4MC1kMGY2ZTM2Y2QzNTI1NTJmMTAiLCJ1em14IjoiN2Y5MDAwYmZhMTEzN2UtMGVlZS00OGJlLTllMDktY2RjOGM3YzAzNTY4MS0xNzIwMTU1MTYyMjk4MC02ZTg1N2E4YjQwYWFmYjNkMTAifQ=="
19325933,Europhys Lett,Unknown,2008,10.1209/0295-5075/83/18004,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=4a197450-16aa-41fd-ab3e-575424633b0f&ssb=82776265872&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1209%2F0295-5075%2F83%2F18004&ssi=b6927e93-8427-422c-b9af-e231da18795d&ssk=support@shieldsquare.com&ssm=25972160326434651100617123803154&ssn=05e56fed93bc727b9df1b2215f5269d48dd0178b110e-395c-475a-8ee2f9&sso=69edbcdd-76a8d5e56cc8ef802424a7069ea58d7d007e43c80d3f718c&ssp=88885927501720133187172013731908321&ssq=19249125516678045863355166220207129526221&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDAwZDQ1NzM1Yi1jMWRiLTQxZDItYTg2Ni0zMWU2MDhmZGZhYWIxNzIwMTU1MTY2NzE3MC0zNmE3N2JiMmRjNDhkMTM4MTAiLCJ1em14IjoiN2Y5MDAwYzI4MDc0MTQtODhhZS00Zjg3LTkyYzEtZjIyMGVkMjA0MzYyMS0xNzIwMTU1MTY2NzE3MC1iYWI2YzE5NzUzMTBlZjA5MTAifQ=="
25635163,Quantum Elec (Woodbury),Unknown,2014,10.1070/QE2014v044n08ABEH015542,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=9271b6a6-ab9f-4f90-bebb-45b82e6c9d3d&ssb=03386218666&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1070%2FQE2014v044n08ABEH015542&ssi=74a5e9b1-8427-4951-a1f7-82b0eb47519d&ssk=support@shieldsquare.com&ssm=17733484621928271105304692737385&ssn=664aa25c7b9fba6c10880cdef1d781b6aa2118724ab4-bf9d-4480-88d7da&sso=4cb7d491-d822278908c574b77eff0edac88fc0fd8e147f5129fb1cd9&ssp=25975891381720246945172026320762539&ssq=21534628556560202445985565519482512753174&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwZDFmNTI5MDgtNTg5Ni00YjExLWI0ODgtYTRiMTgwMzUwOWQ4MS0xNzIwMjg1NTY1MDgyMC1jMzg2OWJkZmQyN2Q3ZjEyMTAiLCJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDAzZjNiOGQ5MS1jNzI1LTQ1ZDgtYjllZi1hOGM3YmZjODQyMWQxNzIwMjg1NTY1MDgyMC02MzQ3YjBkOWVlMmIyNzQ5MTAifQ=="
36120501,Supercond Sci Technol,Unknown,2022,10.1088/1361-6668/ac8773,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=ef7a27b5-61f7-4ecd-a424-e967cd5136cc&ssb=44102284984&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6668%2Fac8773&ssi=b4862c62-8427-4196-8661-23e6b725f4cf&ssk=support@shieldsquare.com&ssm=93777427119440866103514783778459&ssn=3a89359dc25caabbd9af5a2cf369fd7939f7d8dbce28-0e40-4edf-a4ac0f&sso=f514f6c6-29d27407810d436dd26ecad2f7f398142ee230b7ac52f376&ssp=56124427461720264040172021001654881&ssq=55895418647780188106986477591593270340494&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwYzJjZDU2MTMtOWE3OC00MjgxLTkyYzItYjQ0NjAxMWM5YTgxMS0xNzIwMjg2NDc3Mjg5MC1kOGRkOTJmYTljMDg5YjE4MTAiLCJfX3V6bWYiOiI3ZjYwMDAxYjJmZDQ3MS0xZGE3LTQzNjUtODM1NC01YTc1YmE5ZWI4ZjQxNzIwMjg2NDc3Mjg5MC05NTA3ZDRjMzNhZjJiZjQ4MTAifQ=="
32863601,Supercond Sci Technol,Unknown,2016,10.1088/0953-2048/29/4/04lt01,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=d8d24151-bde5-4434-9f6d-71b53c895096&ssb=38009287809&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F0953-2048%2F29%2F4%2F04LT01&ssi=80ed84a4-8427-493b-ac6e-0c892f562eb1&ssk=support@shieldsquare.com&ssm=21262459285075872101131436991271&ssn=6d63e63c86eb08db4c5f52ba0013864f869b79eb12eb-121b-41dd-8451b9&sso=b4c4fd2f-6dd1b499194878e0b0b81988aec7d05e369106f9b3acb94f&ssp=22239000761720257125172020730298854&ssq=67906918648859889126086488497553123661984&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDBhNDEzZTczYy0yZDU0LTRmMjQtYWE5Ni05ZTM4OTFmZGJhNGQxNzIwMjg2NDg4OTU1MC03MzI4MDdjZjU3MTgyOGEyMTAiLCJ1em14IjoiN2Y5MDAwYzRiNmUyYTItYTdlNy00NzllLWIwYzYtNjFhYWIyNmNhZGI2MS0xNzIwMjg2NDg4OTU1MC03NTI5NDEzZmE3ZTZlYjg4MTAifQ=="
30510304,Astron J,Unknown,2018,10.3847/1538-3881/aacaf5,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=191cf524-a182-4215-aff1-8e2d7be991c3&ssb=40617248930&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.3847%2F1538-3881%2Faacaf5&ssi=369c5c1c-8427-4e00-b490-b6206faff138&ssk=support@shieldsquare.com&ssm=79276281596316455109019683687009&ssn=214d23a6a9804765fae77772d246dc2d816a30e835d0-88e1-4ce5-9552da&sso=deee24bc-04570cc3deb670ca2154ba0e56b9289b63e60e8c0c3b470d&ssp=04504923321720137460172019820433845&ssq=99558424892476696492448924474427534740903&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDBhM2MxMmZjNy00ZTAzLTQzMzYtODRlYi01ODFmNjExMTY5YzYxNzIwMTQ4OTI0MjIzMC04MjQ3YTc0NGUyMzU0OTE0MTAiLCJ1em14IjoiN2Y5MDAwMjg1ZGNmNjAtNDI3Mi00ZGY0LWIzZDgtOWMxMWZkZWNiMzMzMS0xNzIwMTQ4OTI0MjIzMC03NDdmNjgyMWU2YjI4M2M2MTAifQ=="
38799617,Astrophys J,Unknown,2024,10.3847/1538-4357/ad380b,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=d80ab456-cdb5-49db-8cec-35700c134380&ssb=51254254401&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.3847%2F1538-4357%2Fad380b&ssi=0e415abb-8427-4a87-ac2a-9f016e6cd2d2&ssk=support@shieldsquare.com&ssm=30255622525547536105689066993477&ssn=0584a70a068df08dffe0eec2318f4d0eb326e833335c-7828-44f3-b1d4ec&sso=a704c527-215dee5a8b45b74b6341bd16f062752e1e7bc13e3f6013f4&ssp=84023389591720143399172017991711751&ssq=16790694893187717313348931439708246330031&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDA1YzBlZDkxZC0yNmJkLTRkNTItYmM1OS05ZTRlYTZjNDY1YzYxNzIwMTQ4OTMxMzY4MC1mYTEzYjMxZDhlMDk5Yzc2MTAiLCJ1em14IjoiN2Y5MDAwMjNlZDdlN2YtZmI0NC00NDAxLTk4YjMtY2YxNjE2NzAwMzRhMS0xNzIwMTQ4OTMxMzY4MC00M2JjNzMzMzE1OWJiMWQ3MTAifQ=="
29430025,Astrophys J,Unknown,2017,10.3847/1538-4357/aa5cb9,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=9bd2ada0-210d-400e-8b3a-2225dfa08a27&ssb=94981215012&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.3847%2F1538-4357%2Faa5cb9&ssi=e54bef31-8427-4a96-b016-e34a8b29f67a&ssk=support@shieldsquare.com&ssm=40563170771424899100372996645882&ssn=d65fbf1f23210a3481981a01e1aec3c936408e3ea135-48f7-48ed-abf4a3&sso=a2226a07-de727347f8615f4a858146ccbc760d15a773aec5b16cadf1&ssp=77769613431720195503172010136299971&ssq=37909044893658414048548936171828593639501&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDBhNjczNGU3NC1hZGJjLTRhZTItOTZjMi1iNDJkNmMyYzM1YjIxNzIwMTQ4OTM2NTUzMC1mZTEzYzJkMTJmMmRlMDQzMTAiLCJ1em14IjoiN2Y5MDAwOWIzMjU0YzAtNjMzMi00ZjhjLWJiYmItNDZlZWJjODNhMDYzMS0xNzIwMTQ4OTM2NTUzMC00OTVjOTRhZjk1ODExYTUzMTAifQ=="
31579323,Publ Astron Soc Pac,Unknown,2019,10.1088/1538-3873/ab1933,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=1cb1ba4a-fc93-4857-9bc7-faccead9bf66&ssb=14540246693&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1538-3873%2Fab1933&ssi=59686e1c-8427-4ebf-b0ba-088fbab0a8ae&ssk=support@shieldsquare.com&ssm=78056061009238857105207613622290&ssn=a093fb31ec438175433b15a38d961ad3752520be9ea5-af74-47e8-90f461&sso=09e4015d-d3147a391f2704345f8032537518e97ef0afda3db4d851ac&ssp=52635638251720113829172013422986941&ssq=14320324894268909387848942664261186233484&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwMjU0OGU2OTUtZDAwMi00NTVkLTkxNGItZjNjZmJjNGE5ZmQ0MS0xNzIwMTQ4OTQyODYyMC1jNzgzNjgzNTBhMWEyOGQ3MTAiLCJfX3V6bWYiOiI3ZjYwMDA4NjdkM2JlMS0zNzYwLTRiOTctODg4ZC1mNTBjZDA0ZWNmMjYxNzIwMTQ4OTQyODYyMC04ZDdmMDY3NTQzNzlhOTMxMTAifQ=="
29977090,Publ Astron Soc Pac,Unknown,2018,10.1088/1538-3873/aac1ff,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=7ec2be1c-1e29-43eb-b258-0c54718b1689&ssb=68235231368&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1538-3873%2Faac1ff&ssi=bafdd25c-8427-4964-8e9b-5acb939f28e1&ssk=support@shieldsquare.com&ssm=85827332653397248100385257722539&ssn=0fd7e0393ec610940d9e43026a58d549b3ef6b6eca18-17d8-4186-9d90b6&sso=78e4f03a-8f1a8d8ae82adc6a6808a5513647245228a09dc51d52c159&ssp=30141999561720115641172012988059363&ssq=98429334895002302089348950003731736787802&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwMjg2ODdlZmQtZDFiYi00MTdhLThhODAtZTRmM2UzZjk0MWIwMS0xNzIwMTQ4OTUwMDE3MC1mOGUwMjI5ZTU5MjU2YjBjMTAiLCJfX3V6bWYiOiI3ZjYwMDAwMjM1MTk5OS03ZGU1LTQzNjgtODFjMy0zMTM2NDZlM2RjZmYxNzIwMTQ4OTUwMDE3MC01Yzc4ZTMzM2MwNjQyZWU1MTAiLCJyZCI6ImlvcC5vcmcifQ=="
37332832,Fluid Dyn Res,Unknown,2022,10.1088/1873-7005/ac6e02,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=7af1750f-7df6-4b9c-b899-3b78c06773ff&ssb=10835230900&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1873-7005%2Fac6e02&ssi=0d12eda6-8427-44fb-a3e8-500314e1647c&ssk=support@shieldsquare.com&ssm=12499566657917049104954021582834&ssn=4bb397bbba29e4c6b5152316e0f9a7eef8e569bf14ab-2d9e-408b-992b12&sso=9ec8eafe-c91d8a3dcff5d546e3c0897229cb94dc46e53c88cf2db8e0&ssp=24647348211720288598172027799973115&ssq=94865604848734889106148487799238775366362&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDA2NTQ3NjNkZi1kNTNlLTQ0YWMtOWJkYy0yY2I4OTViZmMwN2UxNzIwMjQ4NDg3ODkxMC05YjFmYmZjNDBkNWRmMDc1MTAiLCJ1em14IjoiN2Y5MDAwMjAyZTBiOTctMDMyMy00NGI2LTk4YmEtMTI0MWZhMTIwMzE1MS0xNzIwMjQ4NDg3ODkxMC03MDczODc1ZWQ2NmFjM2I4MTAiLCJyZCI6ImlvcC5vcmcifQ=="
25177079,Fluid Dyn Res,Unknown,2014,10.1088/0169-5983/46/4/041425,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=1c965df5-6f82-4921-b6d2-4810b4ee53a6&ssb=19281209509&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F0169-5983%2F46%2F4%2F041425&ssi=2f4c2afc-8427-4a66-b520-96f84bd1b1f3&ssk=support@shieldsquare.com&ssm=75164917511739503106369861378293&ssn=4c3844d9913ec5fb2b0e3ef8bc62d2a67eb34e4d4a2e-9b6e-4a64-96c96b&sso=d6b83030-a010b327cc9db1c26756f0402fea7720952dc0b002dffae7&ssp=83440232961720265411172027297374218&ssq=51107094849497816459948494184354976860429&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDBlNjNhOTI1OS0yZDJmLTRhMjctOWM1NC00ZTJlOTRhYmU5MDUxNzIwMjQ4NDk0ODU3MC05YzY1YjUyZGQ5MDQwOTY4MTAiLCJ1em14IjoiN2Y5MDAwZWY4NjY0MGUtNTU4NS00ZDBiLWFkMTEtZTY0MjEwNDU5MGNlMS0xNzIwMjQ4NDk0ODU3MC1iZDk1MTBhZTJkYmY1ZGUxMTAifQ=="
17464369,J Phys Conf Ser,Unknown,2006,10.1088/1742-6596/56/1/025,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=c9215bc0-72ce-4b23-96e6-99008af83fed&ssb=56162253215&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1742-6596%2F56%2F1%2F025&ssi=ce13e6c0-8427-405d-bbcb-1c3c0c6d59d5&ssk=support@shieldsquare.com&ssm=53592584873581368108350095724726&ssn=69c4aae1b68e42f388637aaf40f871ed15d2b20dfc4f-69d2-45ba-814e6d&sso=0533a005-8620d04073c73df974b0b95e7e57da3fa7d443fd495e6e00&ssp=60346892561720206702172020040334219&ssq=41352785085053570669950850955768486887377&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDAyM2YxZTliNC0zZTRkLTRkOTQtOGQ1OS05OWE5N2FiNDNmNjMxNzIwMjUwODUwNjE0MC1mZDZlNDlmYWYzMjFhMTkzMTAiLCJ1em14IjoiN2Y5MDAwYTc1MTE1NzQtODI5OS00NWYyLTlkYmUtZmRkNTU4Zjg0MzA1MS0xNzIwMjUwODUwNjE0MC1iMjIzMmVkMWJlMDg1NWI2MTAifQ=="
38914075,Biofabrication,Unknown,2024,10.1088/1758-5090/ad5b1b,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=30c15303-96ab-4902-a925-3c04cb7f54b2&ssb=05947232879&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1758-5090%2Fad5b1b&ssi=0d1c580a-8427-4b6d-9917-711d52dcbbe7&ssk=support@shieldsquare.com&ssm=89119057554355396100052500253797&ssn=372b568fe0b9dc4be83337b3233422d97e59e55c4af5-6fb9-46f4-89687e&sso=d9dfb811-e39d89ec31ee1c24f35d204db1a7658cd4ca93fba5f5f92a&ssp=76751623771720225164172028460619203&ssq=90673085102651862899451026484828709702220&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwMWE3MTA1NWMtZDIxOS00ZWY4LWEyYmYtMWQwZDdmNDkwYjdhMS0xNzIwMjUxMDI2ODc3MC0yN2YwZGM4YTEyZGE4NjEzMTAiLCJfX3V6bWYiOiI3ZjYwMDAzZjQ2YjJlNS1iYjc1LTQyMTQtOTQwNy0xYTMxZmI4YWMzNjAxNzIwMjUxMDI2ODc3MC0zNzE4YmU4MzM3MTRlZmMzMTAiLCJyZCI6ImlvcC5vcmcifQ=="
38176081,Biofabrication,Unknown,2024,10.1088/1758-5090/ad1b1f,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=316f2645-6636-47d9-9fec-2e13500805ca&ssb=65814204206&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1758-5090%2Fad1b1f&ssi=4250505e-8427-4ebe-990e-379dd9bd1f4c&ssk=support@shieldsquare.com&ssm=23747891343868249107743278943720&ssn=c45074f453ebe3f2c7801c3d970ea1a5d3a93af9380c-1080-4df7-9cdba0&sso=e1c4f956-0d647a3f06ae141d4c9428bdd51da6c9fb468af8f03b6df7&ssp=92116552981720252186172028908285557&ssq=35713175102885332680651028002501394451882&ssr=MTk4LjI3LjE4My4xMTc=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDAzNDZmZGM1ZC01YTM0LTQ3NmMtODc0Ni0yMzM0NzhhMzBiMTYxNzIwMjUxMDI4NDk5MC0xOWZkYTBjNGIzYjI3NDNkMTAiLCJ1em14IjoiN2Y5MDAwNWVmYzFmMzQtYzA4YS00ODIzLWI2MTEtNWQ3NjdkMzgyNmU5MS0xNzIwMjUxMDI4NDk5MC01NzM4NjdiOGFmNTY0OGQ2MTAifQ=="
38838704,Methods Appl Fluoresc,Unknown,2024,10.1088/2050-6120/ad5490,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=effdde5c-ae93-4208-acbb-ea74293c556a&ssb=95211254404&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F2050-6120%2Fad5490&ssi=0c567ab7-8427-40f8-a163-97bb6f7fdcd6&ssk=support@shieldsquare.com&ssm=95502164136393639106135098763931&ssn=2dc643672df8bc62af8c00e2918395c3236c77ab0aea-44fa-411f-9b00f0&sso=67bbeb75-11df12f0fecb83a5f02729138fa5c29dc419bb029e3be555&ssp=52953248941720261899172022071648426&ssq=94637277248081791527972480116351119861393&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2Y5MDAwZDg2MjdlOTYtY2M2Mi00ZDIxLWEyYTAtMjk4Zjk5MWMxNDRmMS0xNzIwMjcyNDgwOTcxMC04Mjk3YTRjOGU4ZDk2OGVhMTAiLCJyZCI6ImlvcC5vcmciLCJfX3V6bWYiOiI3ZjYwMDAzMjk4YTk1Zi01MzczLTQyZDItYWViYy1mMDM2YWIzYWYyYmQxNzIwMjcyNDgwOTcxMC0xZjgwMzY2NzY0Nzg2OGQ0MTAifQ=="
37879322,Methods Appl Fluoresc,Unknown,2023,10.1088/2050-6120/ad06dc,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=75d03f56-3437-4f9b-8ee7-8e425740c795&ssb=43353227057&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F2050-6120%2Fad06dc&ssi=78e0267b-8427-4acc-b533-7b6524744c55&ssk=support@shieldsquare.com&ssm=63748716628330922103752177180396&ssn=4925e7ade6be1d6fb2cd1733d410572e7a3fb422b203-0535-419c-b9b106&sso=5a02f9d1-3f66ae2036634c11edf8c0d063561de70c56863018b856c5&ssp=27773382411720219747172026117336924&ssq=62376847248209284159472482900090193433119&ssr=MTk4LjI3LjE4MC4xNTI=&sst=Mozilla/5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/58.0.3029.110%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjYwMDBiZDU5MzJkMy00OGMwLTQwMGMtYjlhZi1jYWYxNDA4ZmM0NjAxNzIwMjcyNDgyNjAyMC1mNDBlODZmY2I2OWQyZjk1MTAiLCJyZCI6ImlvcC5vcmciLCJ1em14IjoiN2Y5MDAwMWJiMmE5NWUtNjI0OS00MzllLTg0YmYtYWM2MTgxN2U3YmY5MS0xNzIwMjcyNDgyNjAyMC0xOTcyMzk3OTM5Yjc1NGIwMTAifQ=="
